,dest,intermediate_location,payload,src,transhipment_path,veh_type,verb
923,BLRH,,,MAAH,"['MAAH', 'BLRH']",,MAK
924,BOMH,,,MAAH,"['MAAH', 'BOMH']",,MAK
925,CCUH,,,MAAH,"['MAAH', 'CCUH']",,MAK
926,HYDH,,,MAAH,"['MAAH', 'HYDH']",,MAK
927,IDRH,,,MAAH,"['MAAH', 'HYDH', 'IDRH']",,MAK
928,SXVF,,,MAAH,"['MAAH', 'SXVF']",,MAK
929,IXRB,,,MAAH,"['MAAH', 'VZAH', 'IXRB']",,MAK
930,DELH,,,MAAH,"['MAAH', 'DELH']",,MAK
931,NDAH,,,MAAH,"['MAAH', 'NDAH']",,MAK
932,PNPF,,,MAAH,"['MAAH', 'AMCH', 'AMCH', 'PNPF']",,MAK
933,PNQH,,,MAAH,"['MAAH', 'PNQH']",,MAK
934,SILB,,,MAAH,"['MAAH', 'VZAH', 'IXRB', 'CCUH', 'SILB']",,MAK
936,HDRB,,,IDRH,"['IDRH', 'DELH', 'HDRB']",,MAK
938,IXCB,,,NAGH,"['NAGH', 'DELH', 'AMCH', 'AMCH', 'IXCB']",,MAK
940,AMCH,,,NAGH,"['NAGH', 'DELH', 'AMCH']",,MAK
941,AMCH,,,NAGH,"['NAGH', 'DELH', 'AMCH', 'AMCH']",,MAK
942,LUHB,,,NAGH,"['NAGH', 'DELH', 'AMCH', 'AMCH', 'LUHB']",,MAK
943,HDRB,,,NAGH,"['NAGH', 'DELH', 'HDRB']",,MAK
945,CJBH,,,NAGH,"['NAGH', 'HYDH', 'BLRH', 'CJBH']",,MAK
946,CCUH,,,NAGH,"['NAGH', 'CCUH']",,MAK
947,COKB,,,NAGH,"['NAGH', 'HYDH', 'BLRH', 'COKB']",,MAK
948,SXVF,,,NAGH,"['NAGH', 'HYDH', 'BLRH', 'SXVF']",,MAK
949,PATH,,,NAGH,"['NAGH', 'DELH', 'PATH']",,MAK
950,AMDH,,,NAGH,"['NAGH', 'IDRH', 'AMDH']",,MAK
951,VZAH,,,NAGH,"['NAGH', 'HYDH', 'VZAH']",,MAK
952,BLRH,,,NAGH,"['NAGH', 'HYDH', 'BLRH']",,MAK
953,KNPH,,,NAGH,"['NAGH', 'IDRH', 'KNPH']",,MAK
955,JAIH,,,NAGH,"['NAGH', 'JAIH']",,MAK
956,IXRB,,,NAGH,"['NAGH', 'BBIH', 'IXRB']",,MAK
957,MAAH,,,NAGH,"['NAGH', 'HYDH', 'MAAH']",,MAK
958,DELH,,,NAGH,"['NAGH', 'DELH']",,MAK
959,NDAH,,,NAGH,"['NAGH', 'DELH', 'NDAH']",,MAK
960,BGMH,,,NAGH,"['NAGH', 'PNQH', 'BGMH']",,MAK
961,BBIH,,,NAGH,"['NAGH', 'BBIH']",,MAK
962,PNPF,,,NAGH,"['NAGH', 'DELH', 'AMCH', 'AMCH', 'PNPF']",,MAK
963,VPIH,,,NAGH,"['NAGH', 'VPIH']",,MAK
964,UDRF,,,NAGH,"['NAGH', 'JAIH']",,MAK
965,SNRH,,,NAGH,"['NAGH', 'PNQH', 'SNRH']",,MAK
966,AGRB,,,NAGH,"['NAGH', 'DELH', 'AGRB']",,MAK
967,BOMH,,,NAGH,"['NAGH', 'BOMH']",,MAK
969,HYDH,,,NAGH,"['NAGH', 'HYDH']",,MAK
970,IDRH,,,NAGH,"['NAGH', 'IDRH']",,MAK
972,PNQH,,,NAGH,"['NAGH', 'PNQH']",,MAK
973,SILB,,,NAGH,"['NAGH', 'CCUH', 'SILB']",,MAK
975,VZAH,,,DELH,"['DELH', 'HYDH', 'VZAH']",,MAK
976,CJBH,,,DELH,"['DELH', 'CJBH']",,MAK
978,IXCB,,,DELH,"['DELH', 'IXCB']",,MAK
979,COKB,,,DELH,"['DELH', 'CJBH', 'COKB']",,MAK
980,RDPF,,,DELH,"['DELH', 'NDAH', 'RDPF']",,MAK
983,NDAH,,,AMCH,"['AMCH', 'NDAH']",,MAK
985,SXVF,,,DELH,"['DELH', 'SXVF']",,MAK
986,PNQH,,,NDAH,"['NDAH', 'PNQH']",,MAK
987,AMCH,,,DELH,"['DELH', 'AMCH', 'AMCH']",,MAK
988,BGMH,,,DELH,"['DELH', 'PNQH', 'BGMH']",,MAK
989,LUHB,,,DELH,"['DELH', 'LUHB']",,MAK
990,HDRB,,,DELH,"['DELH', 'HDRB']",,MAK
991,BBIH,,,DELH,"['DELH', 'IXRB', 'BBIH']",,MAK
992,SNRH,,,NDAH,"['NDAH', 'SNRH']",,MAK
993,AMCH,,,DELH,"['DELH', 'AMCH']",,MAK
994,PATH,,,DELH,"['DELH', 'PATH']",,MAK
995,UDRF,,,DELH,"['DELH', 'JAIH', 'UDRF']",,MAK
996,AMDH,,,DELH,"['DELH', 'AMDH']",,MAK
997,BLRH,,,DELH,"['DELH', 'BLRH']",,MAK
998,BOMH,,,DELH,"['DELH', 'BOMH']",,MAK
999,CCUH,,,DELH,"['DELH', 'CCUH']",,MAK
1000,KNPH,,,DELH,"['DELH', 'KNPH']",,MAK
1001,HYDH,,,DELH,"['DELH', 'HYDH']",,MAK
1002,PNPF,,,IDRH,"['IDRH', 'DELH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1003,JAIH,,,DELH,"['DELH', 'JAIH']",,MAK
1004,IXRB,,,DELH,"['DELH', 'IXRB']",,MAK
1005,MAAH,,,DELH,"['DELH', 'MAAH']",,MAK
1006,NAGH,,,DELH,"['DELH', 'NAGH']",,MAK
1007,NDAH,,,DELH,"['DELH', 'NDAH']",,MAK
1008,PNPF,,,DELH,"['DELH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1009,PNQH,,,DELH,"['DELH', 'PNQH']",,MAK
1010,VPIH,,,DELH,"['DELH', 'VPIH']",,MAK
1011,AGRB,,,DELH,"['DELH', 'AGRB']",,MAK
1012,SILB,,,DELH,"['DELH', 'SILB']",,MAK
1014,VZAH,,,NDAH,"['NDAH', 'HYDH', 'VZAH']",,MAK
1015,CJBH,,,NDAH,"['NDAH', 'BLRH', 'CJBH']",,MAK
1017,COKB,,,NDAH,"['NDAH', 'AGRB', 'MAAH', 'MAAH', 'COKB']",,MAK
1020,SXVF,,,NDAH,"['NDAH', 'BLRH', 'SXVF']",,MAK
1022,BGMH,,,NDAH,"['NDAH', 'PNQH', 'BGMH']",,MAK
1023,BBIH,,,NDAH,"['NDAH', 'DELH', 'IXRB', 'BBIH']",,MAK
1024,SNRH,,,PNPF,"['PNPF', 'DELH', 'SNRH']",,MAK
1025,UDRF,,,NDAH,"['NDAH', 'DELH', 'JAIH', 'UDRF']",,MAK
1026,AMDH,,,NDAH,"['NDAH', 'AMDH']",,MAK
1027,BLRH,,,NDAH,"['NDAH', 'BLRH']",,MAK
1028,NDAH,,,BOMH,"['BOMH', 'NDAH']",,MAK
1029,CCUH,,,NDAH,"['NDAH', 'CCUH']",,MAK
1030,IXCB,,,NDAH,"['NDAH', 'AMCH', 'AMCH', 'IXCB']",,MAK
1032,HYDH,,,NDAH,"['NDAH', 'HYDH']",,MAK
1035,JAIH,,,NDAH,"['NDAH', 'DELH', 'JAIH']",,MAK
1036,AMCH,,,NDAH,"['NDAH', 'AMCH', 'AMCH']",,MAK
1037,IXRB,,,NDAH,"['NDAH', 'DELH', 'IXRB']",,MAK
1038,MAAH,,,NDAH,"['NDAH', 'MAAH']",,MAK
1039,NAGH,,,NDAH,"['NDAH', 'DELH', 'NAGH']",,MAK
1040,LUHB,,,NDAH,"['NDAH', 'AMCH', 'AMCH', 'LUHB']",,MAK
1041,HDRB,,,NDAH,"['NDAH', 'DELH', 'HDRB']",,MAK
1043,VPIH,,,NDAH,"['NDAH', 'AMDH', 'VPIH']",,MAK
1044,AMCH,,,NDAH,"['NDAH', 'AMCH']",,MAK
1045,PATH,,,NDAH,"['NDAH', 'DELH', 'PATH']",,MAK
1046,RDPF,,,NDAH,"['NDAH', 'RDPF']",,MAK
1047,KNPH,,,NDAH,"['NDAH', 'KNPH']",,MAK
1048,DELH,,,NDAH,"['NDAH', 'DELH']",,MAK
1049,PNPF,,,NDAH,"['NDAH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1050,AGRB,,,NDAH,"['NDAH', 'AGRB']",,MAK
1051,SILB,,,NDAH,"['NDAH', 'DELH', 'SILB']",,MAK
1053,RDPF,,,BGMH,"['BGMH', 'PNQH', 'KNPH', 'RDPF']",,MAK
1054,UDRF,,,BGMH,"['BGMH', 'BOMH', 'AMDH', 'UDRF']",,MAK
1056,IXCB,,,BGMH,"['BGMH', 'PNQH', 'AMCH', 'AMCH', 'IXCB']",,MAK
1057,KNPH,,,BGMH,"['BGMH', 'PNQH', 'KNPH']",,MAK
1060,AMCH,,,BGMH,"['BGMH', 'PNQH', 'AMCH']",,MAK
1061,AMCH,,,BGMH,"['BGMH', 'PNQH', 'AMCH', 'AMCH']",,MAK
1062,LUHB,,,BGMH,"['BGMH', 'PNQH', 'AMCH', 'AMCH', 'LUHB']",,MAK
1063,HDRB,,,BGMH,"['BGMH', 'PNQH', 'AMCH', 'AMCH', 'HDRB']",,MAK
1065,NDAH,,,SNRH,"['SNRH', 'NDAH']",,MAK
1066,PATH,,,BGMH,"['BGMH', 'BOMH', 'PATH']",,MAK
1067,AMDH,,,BGMH,"['BGMH', 'PNQH', 'AMDH']",,MAK
1068,VZAH,,,BGMH,"['BGMH', 'BLRH', 'VZAH']",,MAK
1069,BOMH,,,BGMH,"['BGMH', 'BOMH']",,MAK
1070,CJBH,,,BGMH,"['BGMH', 'BLRH', 'CJBH']",,MAK
1071,CCUH,,,BGMH,"['BGMH', 'PNQH', 'CCUH']",,MAK
1072,COKB,,,BGMH,"['BGMH', 'BLRH', 'COKB']",,MAK
1073,HYDH,,,BGMH,"['BGMH', 'BLRH', 'HYDH']",,MAK
1074,IDRH,,,BGMH,"['BGMH', 'PNQH', 'IDRH']",,MAK
1075,SXVF,,,BGMH,"['BGMH', 'BLRH', 'SXVF']",,MAK
1077,JAIH,,,BGMH,"['BGMH', 'BOMH', 'JAIH']",,MAK
1078,IXRB,,,BGMH,"['BGMH', 'BLRH', 'BBIH', 'IXRB']",,MAK
1079,MAAH,,,BGMH,"['BGMH', 'BLRH', 'MAAH']",,MAK
1080,NAGH,,,BGMH,"['BGMH', 'PNQH', 'NAGH']",,MAK
1081,DELH,,,BGMH,"['BGMH', 'PNQH', 'DELH']",,MAK
1083,BBIH,,,BGMH,"['BGMH', 'BLRH', 'BBIH']",,MAK
1084,PNPF,,,BGMH,"['BGMH', 'PNQH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1085,VPIH,,,BGMH,"['BGMH', 'BOMH', 'VPIH']",,MAK
1086,SNRH,,,BGMH,"['BGMH', 'PNQH', 'SNRH']",,MAK
1087,BLRH,,,BGMH,"['BGMH', 'BLRH']",,MAK
1089,PNQH,,,BGMH,"['BGMH', 'PNQH']",,MAK
1090,SILB,,,BGMH,"['BGMH', 'PNQH', 'CCUH', 'SILB']",,MAK
1092,VZAH,,,LUHB,"['LUHB', 'AMCH', 'HYDH', 'VZAH']",,MAK
1094,BBIH,,,LUHB,"['LUHB', 'DELH', 'IXRB', 'BBIH']",,MAK
1098,CJBH,,,LUHB,"['LUHB', 'AMCH', 'BLRH', 'CJBH']",,MAK
1099,CCUH,,,LUHB,"['LUHB', 'AMCH', 'CCUH']",,MAK
1100,COKB,,,LUHB,"['LUHB', 'AMCH', 'AGRB', 'MAAH', 'MAAH', 'COKB']",,MAK
1101,RDPF,,,LUHB,"['LUHB', 'AMCH', 'KNPH', 'RDPF']",,MAK
1103,HYDH,,,LUHB,"['LUHB', 'AMCH', 'HYDH']",,MAK
1104,SXVF,,,LUHB,"['LUHB', 'AMCH', 'BLRH', 'SXVF']",,MAK
1105,JAIH,,,IXCB,"['IXCB', 'AMCH', 'JAIH']",,MAK
1106,IXRB,,,LUHB,"['LUHB', 'DELH', 'IXRB']",,MAK
1107,MAAH,,,LUHB,"['LUHB', 'AMCH', 'MAAH']",,MAK
1108,NAGH,,,LUHB,"['LUHB', 'DELH', 'NAGH']",,MAK
1109,BGMH,,,LUHB,"['LUHB', 'AMCH', 'PNQH', 'BGMH']",,MAK
1110,SNRH,,,LUHB,"['LUHB', 'AMCH', 'SNRH']",,MAK
1111,AGRB,,,LUHB,"['LUHB', 'AMCH', 'AGRB']",,MAK
1112,PATH,,,LUHB,"['LUHB', 'AMCH', 'KNPH', 'PATH']",,MAK
1113,BLRH,,,LUHB,"['LUHB', 'AMCH', 'BLRH']",,MAK
1114,BOMH,,,LUHB,"['LUHB', 'AMCH', 'BOMH']",,MAK
1115,IXCB,,,LUHB,"['LUHB', 'AMCH', 'IXCB']",,MAK
1116,KNPH,,,LUHB,"['LUHB', 'AMCH', 'KNPH']",,MAK
1118,IDRH,,,LUHB,"['LUHB', 'AMCH', 'IDRH']",,MAK
1119,AMCH,,,LUHB,"['LUHB', 'AMCH']",,MAK
1121,AMCH,,,LUHB,"['LUHB', 'AMCH']",,MAK
1122,DELH,,,LUHB,"['LUHB', 'DELH']",,MAK
1123,NDAH,,,LUHB,"['LUHB', 'AMCH', 'NDAH']",,MAK
1124,HDRB,,,LUHB,"['LUHB', 'AMCH', 'HDRB']",,MAK
1125,PNQH,,,LUHB,"['LUHB', 'AMCH', 'PNQH']",,MAK
1126,VPIH,,,LUHB,"['LUHB', 'AMCH', 'NDAH', 'AMDH', 'VPIH']",,MAK
1128,PNPF,,,LUHB,"['LUHB', 'AMCH', 'PNPF']",,MAK
1129,SILB,,,LUHB,"['LUHB', 'CCUH', 'SILB']",,MAK
1131,VZAH,,,HDRB,"['HDRB', 'AMCH', 'HYDH', 'VZAH']",,MAK
1133,BBIH,,,HDRB,"['HDRB', 'DELH', 'IXRB', 'BBIH']",,MAK
1136,JAIH,,,AMCH,"['AMCH', 'JAIH']",,MAK
1137,CJBH,,,HDRB,"['HDRB', 'AMCH', 'BLRH', 'CJBH']",,MAK
1138,CCUH,,,HDRB,"['HDRB', 'DELH', 'CCUH']",,MAK
1139,COKB,,,HDRB,"['HDRB', 'DELH', 'AGRB', 'MAAH', 'MAAH', 'COKB']",,MAK
1140,RDPF,,,HDRB,"['HDRB', 'DELH', 'NDAH', 'RDPF']",,MAK
1142,HYDH,,,HDRB,"['HDRB', 'DELH', 'HYDH']",,MAK
1143,SXVF,,,HDRB,"['HDRB', 'AMCH', 'BLRH', 'SXVF']",,MAK
1144,JAIH,,,AMCH,"['AMCH', 'JAIH']",,MAK
1145,IXRB,,,HDRB,"['HDRB', 'DELH', 'IXRB']",,MAK
1146,MAAH,,,HDRB,"['HDRB', 'AMCH', 'MAAH']",,MAK
1147,NAGH,,,HDRB,"['HDRB', 'DELH', 'NAGH']",,MAK
1148,BGMH,,,HDRB,"['HDRB', 'AMCH', 'PNQH', 'BGMH']",,MAK
1149,SNRH,,,HDRB,"['HDRB', 'AMCH', 'SNRH']",,MAK
1150,AGRB,,,HDRB,"['HDRB', 'DELH', 'AGRB']",,MAK
1151,BLRH,,,HDRB,"['HDRB', 'AMCH', 'BLRH']",,MAK
1152,BOMH,,,HDRB,"['HDRB', 'AMCH', 'BOMH']",,MAK
1153,IXCB,,,HDRB,"['HDRB', 'AMCH', 'IXCB']",,MAK
1154,KNPH,,,HDRB,"['HDRB', 'DELH', 'KNPH']",,MAK
1156,IDRH,,,HDRB,"['HDRB', 'DELH', 'IDRH']",,MAK
1157,AMCH,,,HDRB,"['HDRB', 'AMCH']",,MAK
1159,AMCH,,,HDRB,"['HDRB', 'AMCH']",,MAK
1160,DELH,,,HDRB,"['HDRB', 'DELH']",,MAK
1161,NDAH,,,HDRB,"['HDRB', 'DELH', 'NDAH']",,MAK
1162,LUHB,,,HDRB,"['HDRB', 'AMCH', 'LUHB']",,MAK
1163,PNQH,,,HDRB,"['HDRB', 'AMCH', 'PNQH']",,MAK
1164,VPIH,,,HDRB,"['HDRB', 'DELH', 'VPIH']",,MAK
1166,PATH,,,HDRB,"['HDRB', 'DELH', 'KNPH', 'PATH']",,MAK
1167,PNPF,,,HDRB,"['HDRB', 'AMCH', 'PNPF']",,MAK
1168,SILB,,,HDRB,"['HDRB', 'DELH', 'SILB']",,MAK
1170,IXCB,,,BBIH,"['BBIH', 'NAGH', 'DELH', 'IXCB']",,MAK
1172,AMCH,,,BBIH,"['BBIH', 'NAGH', 'DELH', 'AMCH', 'AMCH']",,MAK
1173,LUHB,,,BBIH,"['BBIH', 'NAGH', 'DELH', 'LUHB']",,MAK
1174,RDPF,,,BBIH,"['BBIH', 'NAGH', 'DELH', 'NDAH', 'RDPF']",,MAK
1176,HDRB,,,BBIH,"['BBIH', 'NAGH', 'DELH', 'HDRB']",,MAK
1178,AMCH,,,BBIH,"['BBIH', 'NAGH', 'DELH', 'AMCH']",,MAK
1179,UDRF,,,BBIH,"['BBIH', 'IXRB', 'AMDH', 'UDRF']",,MAK
1180,AMDH,,,BBIH,"['BBIH', 'IXRB', 'AMDH']",,MAK
1181,JAIH,,,BBIH,"['BBIH', 'IXRB', 'AMDH', 'JAIH']",,MAK
1182,NDAH,,,BBIH,"['BBIH', 'NAGH', 'DELH', 'NDAH']",,MAK
1183,PNQH,,,BBIH,"['BBIH', 'NAGH', 'PNQH']",,MAK
1184,VPIH,,,BBIH,"['BBIH', 'NAGH', 'VPIH']",,MAK
1185,SNRH,,,BBIH,"['BBIH', 'NAGH', 'PNQH', 'SNRH']",,MAK
1186,AGRB,,,BBIH,"['BBIH', 'NAGH', 'DELH', 'AGRB']",,MAK
1187,IDRH,,,BBIH,"['BBIH', 'NAGH', 'IDRH']",,MAK
1188,BOMH,,,BBIH,"['BBIH', 'NAGH', 'BOMH']",,MAK
1189,CJBH,,,BBIH,"['BBIH', 'BLRH', 'CJBH']",,MAK
1190,COKB,,,BBIH,"['BBIH', 'BLRH', 'COKB']",,MAK
1191,KNPH,,,BBIH,"['BBIH', 'NAGH', 'IDRH', 'KNPH']",,MAK
1193,HYDH,,,BBIH,"['BBIH', 'VZAH', 'HYDH']",,MAK
1194,SXVF,,,BBIH,"['BBIH', 'BLRH', 'SXVF']",,MAK
1196,MAAH,,,BBIH,"['BBIH', 'MAAH']",,MAK
1197,NAGH,,,BBIH,"['BBIH', 'NAGH']",,MAK
1198,DELH,,,BBIH,"['BBIH', 'NAGH', 'DELH']",,MAK
1199,BGMH,,,BBIH,"['BBIH', 'BLRH', 'BGMH']",,MAK
1200,PNPF,,,BBIH,"['BBIH', 'NAGH', 'DELH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1201,PATH,,,BBIH,"['BBIH', 'IXRB', 'PATH']",,MAK
1203,VZAH,,,BBIH,"['BBIH', 'VZAH']",,MAK
1204,BLRH,,,BBIH,"['BBIH', 'BLRH']",,MAK
1205,CCUH,,,BBIH,"['BBIH', 'CCUH']",,MAK
1206,IXRB,,,BBIH,"['BBIH', 'IXRB']",,MAK
1207,SILB,,,BBIH,"['BBIH', 'CCUH', 'SILB']",,MAK
1210,UDRF,,,PATH,"['PATH', 'DELH', 'JAIH', 'UDRF']",,MAK
1211,AMDH,,,PATH,"['PATH', 'DELH', 'AMDH']",,MAK
1212,VZAH,,,PATH,"['PATH', 'IXRB', 'VZAH']",,MAK
1213,CJBH,,,PATH,"['PATH', 'IXRB', 'BLRH', 'CJBH']",,MAK
1214,IXCB,,,PATH,"['PATH', 'DELH', 'IXCB']",,MAK
1215,COKB,,,PATH,"['PATH', 'IXRB', 'BLRH', 'COKB']",,MAK
1216,RDPF,,,PATH,"['PATH', 'KNPH', 'RDPF']",,MAK
1219,HYDH,,,PATH,"['PATH', 'KNPH', 'HYDH']",,MAK
1220,AMCH,,,PATH,"['PATH', 'DELH', 'AMCH']",,MAK
1221,SXVF,,,PATH,"['PATH', 'IXRB', 'BLRH', 'SXVF']",,MAK
1223,JAIH,,,PATH,"['PATH', 'DELH', 'JAIH']",,MAK
1224,AMCH,,,PATH,"['PATH', 'DELH', 'AMCH', 'AMCH']",,MAK
1225,NAGH,,,PATH,"['PATH', 'KNPH', 'IDRH', 'NAGH']",,MAK
1226,BGMH,,,PATH,"['PATH', 'BOMH', 'BGMH']",,MAK
1227,LUHB,,,PATH,"['PATH', 'DELH', 'LUHB']",,MAK
1228,PNQH,,,PATH,"['PATH', 'KNPH', 'PNQH']",,MAK
1229,VPIH,,,PATH,"['PATH', 'BOMH', 'VPIH']",,MAK
1230,SNRH,,,PATH,"['PATH', 'KNPH', 'SNRH']",,MAK
1232,BLRH,,,PATH,"['PATH', 'IXRB', 'BLRH']",,MAK
1233,BOMH,,,PATH,"['PATH', 'BOMH']",,MAK
1234,CCUH,,,PATH,"['PATH', 'IXRB', 'BBIH', 'CCUH']",,MAK
1236,IDRH,,,PATH,"['PATH', 'KNPH', 'IDRH']",,MAK
1237,MAAH,,,PATH,"['PATH', 'IXRB', 'VZAH', 'MAAH']",,MAK
1238,DELH,,,PATH,"['PATH', 'DELH']",,MAK
1239,NDAH,,,PATH,"['PATH', 'DELH', 'NDAH']",,MAK
1240,HDRB,,,PATH,"['PATH', 'DELH', 'HDRB']",,MAK
1241,BBIH,,,PATH,"['PATH', 'IXRB', 'BBIH']",,MAK
1242,PNPF,,,PATH,"['PATH', 'DELH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1243,AGRB,,,PATH,"['PATH', 'KNPH', 'AGRB']",,MAK
1244,KNPH,,,PATH,"['PATH', 'KNPH']",,MAK
1245,IXRB,,,PATH,"['PATH', 'IXRB']",,MAK
1246,SILB,,,PATH,"['PATH', 'SILB']",,MAK
1248,VZAH,,,PNPF,"['PNPF', 'DELH', 'HYDH', 'VZAH']",,MAK
1249,CJBH,,,PNPF,"['PNPF', 'DELH', 'CJBH']",,MAK
1251,COKB,,,PNPF,"['PNPF', 'DELH', 'CJBH', 'COKB']",,MAK
1252,RDPF,,,PNPF,"['PNPF', 'DELH', 'NDAH', 'RDPF']",,MAK
1255,SXVF,,,PNPF,"['PNPF', 'DELH', 'SXVF']",,MAK
1256,BGMH,,,PNPF,"['PNPF', 'DELH', 'PNQH', 'BGMH']",,MAK
1257,BBIH,,,PNPF,"['PNPF', 'DELH', 'IXRB', 'BBIH']",,MAK
1259,PATH,,,PNPF,"['PNPF', 'DELH', 'PATH']",,MAK
1260,UDRF,,,PNPF,"['PNPF', 'DELH', 'JAIH', 'UDRF']",,MAK
1261,AMDH,,,PNPF,"['PNPF', 'DELH', 'AMDH']",,MAK
1262,BLRH,,,PNPF,"['PNPF', 'DELH', 'BLRH']",,MAK
1263,BOMH,,,PNPF,"['PNPF', 'DELH', 'BOMH']",,MAK
1264,CCUH,,,PNPF,"['PNPF', 'DELH', 'CCUH']",,MAK
1265,IXCB,,,PNPF,"['PNPF', 'AMCH', 'AMCH', 'IXCB']",,MAK
1266,KNPH,,,PNPF,"['PNPF', 'DELH', 'KNPH']",,MAK
1268,HYDH,,,PNPF,"['PNPF', 'DELH', 'HYDH']",,MAK
1269,AGRB,,,IDRH,"['IDRH', 'DELH', 'AGRB']",,MAK
1270,AMCH,,,PNPF,"['PNPF', 'AMCH']",,MAK
1272,JAIH,,,PNPF,"['PNPF', 'DELH', 'JAIH']",,MAK
1273,AMCH,,,PNPF,"['PNPF', 'DELH', 'AMCH', 'AMCH']",,MAK
1274,IXRB,,,PNPF,"['PNPF', 'DELH', 'IXRB']",,MAK
1275,MAAH,,,PNPF,"['PNPF', 'DELH', 'MAAH']",,MAK
1276,NAGH,,,PNPF,"['PNPF', 'DELH', 'NAGH']",,MAK
1277,DELH,,,PNPF,"['PNPF', 'AMCH', 'AMCH', 'DELH']",,MAK
1278,NDAH,,,PNPF,"['PNPF', 'DELH', 'NDAH']",,MAK
1279,LUHB,,,PNPF,"['PNPF', 'AMCH', 'AMCH', 'LUHB']",,MAK
1280,HDRB,,,PNPF,"['PNPF', 'AMCH', 'AMCH', 'HDRB']",,MAK
1281,PNQH,,,PNPF,"['PNPF', 'DELH', 'PNQH']",,MAK
1282,VPIH,,,PNPF,"['PNPF', 'DELH', 'VPIH']",,MAK
1284,AGRB,,,PNPF,"['PNPF', 'DELH', 'AGRB']",,MAK
1285,SILB,,,PNPF,"['PNPF', 'DELH', 'SILB']",,MAK
1287,RDPF,,,PNQH,"['PNQH', 'KNPH', 'RDPF']",,MAK
1288,IXRB,,,PNQH,"['PNQH', 'BOMH', 'IXRB']",,MAK
1289,BBIH,,,PNQH,"['PNQH', 'NAGH', 'BBIH']",,MAK
1290,PATH,,,PNQH,"['PNQH', 'KNPH', 'PATH']",,MAK
1291,UDRF,,,PNQH,"['PNQH', 'AMDH', 'UDRF']",,MAK
1292,VZAH,,,PNQH,"['PNQH', 'HYDH', 'VZAH']",,MAK
1293,CJBH,,,PNQH,"['PNQH', 'CJBH']",,MAK
1295,IXCB,,,PNQH,"['PNQH', 'AMCH', 'AMCH', 'IXCB']",,MAK
1296,COKB,,,PNQH,"['PNQH', 'CJBH', 'COKB']",,MAK
1297,KNPH,,,PNQH,"['PNQH', 'KNPH']",,MAK
1300,AMCH,,,PNQH,"['PNQH', 'AMCH']",,MAK
1301,SXVF,,,PNQH,"['PNQH', 'SXVF']",,MAK
1302,AMCH,,,PNQH,"['PNQH', 'AMCH', 'AMCH']",,MAK
1303,LUHB,,,PNQH,"['PNQH', 'AMCH', 'AMCH', 'LUHB']",,MAK
1304,HDRB,,,PNQH,"['PNQH', 'AMCH', 'AMCH', 'HDRB']",,MAK
1307,AMDH,,,PNQH,"['PNQH', 'AMDH']",,MAK
1308,BLRH,,,PNQH,"['PNQH', 'BLRH']",,MAK
1309,BOMH,,,PNQH,"['PNQH', 'BOMH']",,MAK
1310,CCUH,,,PNQH,"['PNQH', 'CCUH']",,MAK
1312,HYDH,,,PNQH,"['PNQH', 'HYDH']",,MAK
1313,IDRH,,,PNQH,"['PNQH', 'IDRH']",,MAK
1315,JAIH,,,PNQH,"['PNQH', 'BOMH', 'JAIH']",,MAK
1316,MAAH,,,PNQH,"['PNQH', 'MAAH']",,MAK
1317,NAGH,,,PNQH,"['PNQH', 'NAGH']",,MAK
1318,DELH,,,PNQH,"['PNQH', 'DELH']",,MAK
1319,AGRB,,,BGMH,"['BGMH', 'PNQH', 'NDAH', 'AGRB']",,MAK
1320,BGMH,,,PNQH,"['PNQH', 'BGMH']",,MAK
1321,PNPF,,,PNQH,"['PNQH', 'AMCH', 'AMCH', 'PNPF']",,MAK
1322,VPIH,,,PNQH,"['PNQH', 'VPIH']",,MAK
1323,SNRH,,,PNQH,"['PNQH', 'SNRH']",,MAK
1324,SILB,,,PNQH,"['PNQH', 'CCUH', 'SILB']",,MAK
1326,RDPF,,,VPIH,"['VPIH', 'AMDH', 'NDAH', 'RDPF']",,MAK
1327,VZAH,,,VPIH,"['VPIH', 'NAGH', 'HYDH', 'VZAH']",,MAK
1329,IXRB,,,VPIH,"['VPIH', 'BOMH', 'IXRB']",,MAK
1330,BBIH,,,VPIH,"['VPIH', 'NAGH', 'BBIH']",,MAK
1331,AGRB,,,VPIH,"['VPIH', 'DELH', 'AGRB']",,MAK
1332,UDRF,,,VPIH,"['VPIH', 'AMDH', 'UDRF']",,MAK
1333,CJBH,,,VPIH,"['VPIH', 'BLRH', 'CJBH']",,MAK
1334,CCUH,,,VPIH,"['VPIH', 'BOMH', 'CCUH']",,MAK
1336,IXCB,,,VPIH,"['VPIH', 'DELH', 'IXCB']",,MAK
1337,COKB,,,VPIH,"['VPIH', 'BLRH', 'COKB']",,MAK
1338,KNPH,,,VPIH,"['VPIH', 'AMDH', 'NDAH', 'KNPH']",,MAK
1341,HYDH,,,VPIH,"['VPIH', 'NAGH', 'HYDH']",,MAK
1342,IDRH,,,VPIH,"['VPIH', 'NAGH', 'IDRH']",,MAK
